S. No.,Category Name,URL if available,Description(Minimum 80 words),location,contact(Multiple If available),Reviews,Rating,Images
,,,,,,"4. Had a fabulous event at this place, the staff is very courteous, they dont have NO for 
anything, the restaurant food is mind blowing, the beach is just 5 mins away, walk-able 
distance from the beach you have good shacks if you want to try Goaan's cuisine, the
 property is well maintained.",,
,,,,,,"5. The TAJ EXOTICA was super.I stayed in a week. Service was excellent. The TAJ EXOTICA 
provides better price for a couple.It is enjoyable by newly married 💑 couples .I Really surprised
and food 🍴 was excellent .I eaten so many varieties of food 🍴 items.",,
,,,,,,,,
77,WelcomHotel Dwarka New Delhi,,"Conveniently located in Asia’s largest sub-city Dwarka, WelcomHotel Dwarka New Delhi invites you to discover one of the
 world’s most vibrant cities filled with a
 distinct culture and a fascinating history. The hotel is an inclusive blend of contemporary design and International 
services standards, offering a unique experience
 to the discerning traveler. The Hotel offers a range of accommodation across its 393 elegant, well equipped rooms 
and suites.
The cuisine offering, rich with ITC Hotels’ brands, comprises of K&K - a specialty Indian restaurant and Pavilion 75, 
the all day dining restaurant and Shanghai Club - a signature restaurant serving authentic Chinese cuisine.  State-of-
the-art conference facilities of close to 1600 meter square including two spacious banquet venues and two meeting 
rooms, provide ample room to deliberate or celebrate any occasion. ","Plot No, Sector-10, District Center, Dwarka, Delhi, 110075",011 4222 9222,"1. Stayed here at the beginning and end of our Indian holiday. Clean and comfortable. Perfectly 
adequate for a night or 2. When arriving or departing Delhi.Breakfast very good.Very security
 conscious hotel.",4,
,,,,,,"2. I am very happy with the welcome hotel services , food quality is very good. Beautiful interior.
 I am very happy with hotel.in future I ll definitely come with my family.beautiful space for hang 
out .",,
,,,,,,"3. We stayed for one night. It was good experience. It is an old property but rooms are well 
maintained.Breakfast spread was also good. The hotel is situated in a shopping mall but the 
property has got separate gates.",,
,,,,,,"4. Stayed for a night. I found this property amazing. Spcly the services ementies and the room. 
I got the room with pool view ob 10th floor. The service is imencible. A class service. Worth the 
money. Looking forward to stay back again soon at this property.",,
,,,,,,"5. If you have your work in this part of Delhi, it is a good place to stay. Hotel also has small 
shopping arcade. Hotel rooms are spacious and nicely decorated. Food is tasty and buffet 
breakfast menu has lot of variety. Staff is cooperative and promptly available.",,
,,,,,,,,
78,Ananda in the Himalayas,,"Ananda is an award-winning luxury destination spa in the Himalayan foothills in Northern India. Located on a 100 acre 
Maharaja’s Palace Estate, Ananda is surrounded by graceful Sal forests and overlooks the spiritual town of Rishikesh and
 the Ganges river valley. Ananda integrates traditional Ayurveda, Yoga and Vedanta with international wellness 
experiences, fitness and healthy organic cuisine to restore balance and harmonize energy. These signature all-inclusive
 packages are programs which are tailor made for individual health goals. Ananda’s wellness programs follow a holistic 
approach towards achieving the best results in a safe, nurturing atmosphere expertly guided by our team of expert 
ayurvedic doctors, skilled therapists, nutritionists, yogis and spa cuisine chefs. Years of research by our ayurvedic, yogic
 and international wellness experts have enabled a unique integrated focus on the core physical and mental aspects
 which have the most impact. The results are award winning programs which work to create a sustainable journey 
towards a healthier, enriched lifestyle. ","The Palace Estate, Narendra Nagar Tehri - Garhwal, Narendra Nagar, Uttarakhand 249175",01378 227 500,"1. Ananda's guest list is not made only of the high and mighty of the land and beyond,but 
includes all who go there to get recharged- and Ananda's track record shows that it has never
 failed anyone from getting re vitalised and rejuvenated !!

",4,
,,,,,,"2. Went with our product company and had a fantastic time. This place is a stark contrast to the
 journey we took to get there. Sitting outside in the restaurant is like being up above in the 
heavens. Magic",,
,,,,,,"3. A Beautiful serene Spa in a forest of 106 Acres.. Excellent restaurant with superb service. 
Most personal attention by the Chefs balances the limited items on the menu.",,
,,,,,,"4. Having heard a lot about this resort, we decided to visit but it was not as we expected. 
The location was no doubt best but the prices are way too much both for accommodation and for
 dining. The spa was good. The rooms were good. Overall its a one time visit.",,
,,,,,,"5. An excellent location,pollution free,lush greenery and a very quiet place of stay.Experience in 
the spa was great and very rejuvenating.Rooms are overlooking Rishkesh offering excellent view.
The staff ic very courteous.The management has gone into great details in deciding great heath 
menu being offered daily.Not to miss dail yoga and evening Arti performance by the locals.",,
,,,,,,,,
79,Sofitel Mumbai BKC,,"The flagship of Sofitel Hotels & Resorts in India, Sofitel Mumbai BKC is the new gem of Mumbai 5-Star hotels, located in the 
geographic heart of the city - the Bandra Kurla Complex. With multifaceted experiences in cuisine, entertainment and 
relaxation, the hotel offers 302 rooms and suites, cutting-edge meeting spaces, the Club Millésime business lounge, a wealth 
of dining options, So SPA, So FIT, a Salon and a serene open-air pool - all specifically designed for global travellers. Situated 
in Bandra Kurla Complex, Sofitel Mumbai BKC enjoys easy access to consulates, the Bharat Diamond Bourse, Bandra West, 
major tourist attractions, entertainment & shopping centres in north & south Mumbai, as well as the Mumbai Aiport. Discover a
 shining experience in Mumbai's soaring financial district. A city of diamonds and stars Mumbai is famed for its glamour and 
Bollywood glitz. Encounter a glimmering icon of the city's modern renaissance in neo-art nouveau Sofitel design.","Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051",022 6117 5000,"1. Sofitel made my stay in Mumbai very comfortable. The service levels here are something you 
should experience once. I had stayed here previously as well, hence I came back here satisfied 
with the previous stay. And I can say that I will go back again surely!

",4,
,,,,,,"2. Stayed at the Sofitel BKC for 6 nights. Enjoyed our stay thanks to all the courteous staff. 
The room was clean and tidy with all the features for a comfortable and luxurious stay. Grand 
Breakfast to cater for all.",,
,,,,,,"3. Very good ambience with authentic veg cuisine beautifully blended with the aroma of Rajasthan
 and essence of gujarat. Loved the food, they have a thali system wherein all the vegetables 
served were explained in detailed by the staff. Very warm experience, if you are fasting, tusker is
 the best choice as they take care of your preferences.",,
,,,,,,"4. Artisan - Amazing Place. Less crowded so peaceful and you can spend some quality time with 
your dear ones. Courteous Staff & of course delicious coffee. It was a pleasure meeting you 
Khyati Umrao at Artsian. And it goes without saying, 1 more awesome place added to my list to 
meet friends when I am in Mumbai.",,
,,,,,,"5. i visited this place for my frinends birtday awsome experince great staff pondicherry cafe 
food wad amzing soecial thanks to Ms. Oster frm front desk she orginised the things in very 
well manner.definatley look forward to visit the place again.",,
,,,,,,,,
,,,,,,,,
80,Sher Bagh,,"Sher Bagh is a pioneering, tented camp of 12 luxurious tents nestling on the borders of the world–renowned 
Ranthambhore National Park. Inspired by the safari encampments of the 1920s, preferred by Princes and Grand 
Seigneurs of the time, each tent is furnished with 19th century 'Campaign Style' furniture and has all the comforts 
you could wish for on safari. Sher Bagh was among India’s first luxury tented camps. It promotes sustainable 
tourism, is ecologically friendly, provides high levels of service and a faultless Ranthambhore experience. 
An award winning camp and one of the first members of Relais & Châteaux in India, Sher Bagh is globally 
acknowledged as the most charming and authentic place to stay in Ranthambhore. We invite you to share our 
passion for the wild and perhaps help preserve this corner of the planet’s living paradise.","Sherpur, Khiljipour, Sawai Madhopur, Rajasthan 322001",011 4617 2700,"1. This hotel camp is simply thrilling. The staff lead by Joseph are second to none. They are so 
attentive and go the extra metre.. No mile!. They were brilliant with our children and I loved my 
60am brandy with my porridge pre safari... What a laugh!. Thanks for an amazing time, we only 
wish we stayed longer.",5,
,,,,,,"2. Absolutely fantastic at every level. Amazing food, wonderful environment, so so helpful. 
Would go back tomorrow ! My wife had food poisoning from somewhere else and they could not 
have been more helpful. Wonderful and memorable 20s themed hotel made up of a dozen luxury 
tents in the jungle.",,
,,,,,,"3. This hotel is made up of large tents that are not only beautiful but very comfortably organized. 
The service is superb. You are pampered at all times by the marvelous staff. I would most 
certainly recommend thia hotel.",,
,,,,,,"4. Absolutely loved this hotel. Nestled away yet so close to the tigers. They grow their own 
veggies so all are safe to eat. enjoy without risk. Highly recommend at least two nights but
 5 isn't too many.",,
,,,,,,"5. From the well laid out and comfortable tents, the gourmet quality food and drinks, the well 
planned safaris and the helpful and knowledgeable staff, each detail was perfect. Nothing was 
spared to make the guests feel like they were experiencing a unique vacation. We would 
definitely make a return trip to this or any of their properties. Highly recommend it",,
,,,,,,,,
81,Taj Falaknuma Palace,,"Retrace the steps of Nizams, European royalty, enchanting Begums, distinguished Heads of State and walk the walk of Kings through this Palace 
in the sky. 2000 feet above Hyderabad, Taj Falaknuma Palace's 60 beautifully refurbished and lovingly restored rooms allow you to journey into 
the clouds and into the glided ages, where grandeur and excess is celebrated and savoured in equal measure The former residence of the Nizam
 of Hyderabad, Falaknuma Palace has been rightfully leased by the Royal Family of Hyderabad to the Taj Group of Hotels Resorts and Palaces
 with Royal Family members having personally supervised part of the Palace's refurbishment. Guest can now experience the famed Nizam's
 hospitality which was once the sole preserve of royalty ","Engine Bowli, Falaknuma, Hyderabad, Telangana 500053",040 6629 8585,"1. Its really an amazing experience staying in this hotel. Though it is titled as a premium class,
 it is a value for money. The joy of staying with this hotel overrides the spending. The ambiance
 is unique, the staff are dedicated, friendly, responsible. They treat you with an exceptional 
respect and natural feelings. I highly recommend to visit.",4,
,,,,,,"2. It was a heavenly stay and felt like a real Nizam with the sweet smell of the mystic mogra 
flower which calmed the senses. The food seemed like it was "" Food for the Gods "". Amazing 
surroundings and natural flora and the old city with terrace views and the interiors maintained to 
amazing standards made it a wonderful experience.",,
,,,,,,"3. The Taj hospitality starts right from the time of booking and continues right till you exit. 
The property is grand being a restored palace of the Nizam and lives upto its top billing for 
royalty. The rooms are opulent and offer all comforts expected from a Taj Palace hotel",,
,,,,,,"4. Waao what a beautiful palace it mann!! The dinning hall is so big with a big dinning table, 
many antiques here to see.. I recommend one to personally visit here.. To feel like king ... 
or King size life",,
,,,,,,"5. From the arrival in a horse-drawn carriage and entry under cascading rose petals through the 
painless check-out process, every moment in this inspiring landmark wildly exceeded all lodging 
expectations.",,
,,,,,,,,
82,Devi Garh,,"Devi Garh by Lebua enjoys a strategic location in the historical city of Udaipur. The hotel is easily accessible by all 
means of transport. Well-designed rooms with modern decor and gracious hospitality define its friendly abode. For the 
convenience and comfort of visitors, the hotel tenders pletho ra of facilities, like Wi-Fi, doctor on call and parking facility. 
Baby sitting facility is available on request. Travel desk assistance is provided for making travel arrangements. Well 
appointed rooms radiate a distinct sense of comfort and warmth. Air-conditioned rooms are equipped with tea/coffee 
maker, mini bar, LCD television and electronic safe. Iron and ironing board facility is offered by the hotel on extra charges. 
En-suite bathrooms comes with hot cold running water, shower area, geyser and essential bathroom toiletries. 
With traditional Rajasthani architecture combined with modern facilities, Devi Garh by Lebua features in-house multi-cuisine restaurant where guests can savor authentic Indian and international cuisine. along with essential paid services such as 
laundry and transfer services. On-site bar is a perfect option to unwind with couple of drinks and snacks. Business center
 satiate the needs of corporate travelers and perfect arrangement for social gatherings can be made at banquet hall. 
Fitness freak patrons can sweat out at gym. Guests can also indulge themselves in recreational activities like Kite flying, 
Jeep Safari and Camel and Horse riding. Shopping enthusiasts can visit Hathi Pol, Bada Bazaar, Chetak Circle and 
Palace Road some of the popular shopping arcades of Udaipur. City Palace, Lake Pichola, Fateh sagar lake and 
Monsoon palace are interesting destinations worth exploring. Maharana Pratap Airport, Udaipur is 40 km and railway 
station is 31 km away. Come and relax with your family and friends at Devi Garh by Lebua","NH8, Near Eklingji Temple, Delwara, Udaipur, Rajasthan 313202",02953 289 211,"1. Devigarh is the one of the best hotel to stay with family near udaipur Swimming pool wonderful 
Staff co operative Eklingji and nagda a place near by to visit Walking tour in village was another 
good experience",4,
,,,,,,"2. This is a property i always dreamed to stay at. This year it rained heavy and everywhere it was
 green and beautiful.",,
,,,,,,"3. Amazing panoramic views. Lovely, attentive staff & delicious Indian cuisine. We were 
surprised at every corner & enjoyed some delicious Chilean wine. The room was beautifully 
designed with a comfy bed & hand painted wall mural. Bit out of town but worth the drive!",,
,,,,,,"4. Amaging property,sheer luxury,if u go to udaipur must stay here,excellent staff and hospitality 
During check in were showered with rose petals at entrance,suites are just amazing ,huge and 
beautifully done.",,
,,,,,,"5. Good to go in winter. Nice place near eklingji temple ,a very old king owned temple of Lord 
shiva. Royal experience. Nice family getaway to relax.good location of indoor restaurant. Hotel 
services is excellent. Cycling and cart riding is the activity there",,
,,,,,,,,
83,Le Meridien Pune,,"Le Meridien Pune is an exotic five-star property in which staying has been an experiencing in itself. It is strategically placed near to the commercial, 
residential and entertainment hubs of this wonderful city in Maharashtra. The hotel is blessed with extensive ambiance in which lots of modern 
amenities are obtainable for the guests such as world-class accommodation, scrumptious dining arrangements and more importantly, the warm 
presentation of traditional Indian hospitality. Your stay here would be not comfortable but worth-to-be-remembered in your life.","aja Bahadur Mill Road, Pune, Maharashtra 411001",020 6641 1111,"1. I come with my friends.and enjoy the dinner.nice attached swimingpool.to celebrate birthday .
with nice making cocktail and mocktail.thanx to mr.mithilesh .give mi nice sagation for food and 
co-opration.as well as thanx to all f&b team.",4,
,,,,,,"2. Stayed for the weekend at Meridien. Great experience. The new rooms are really cozy and 
comfortable. The newly renovated lobby is absolutely fabulous and could not realise that it was
 the same hotel i had visited some time back. Food at feast was really nice. Just the train
 sound is a wee bit disturbing. All in all great stay.",,
,,,,,,"3. Hotel is very well build and i am in love with this place . Rooms are really spacious and well 
maintained and the service from the staff is very nice and feel like home. When comes to 
restaurant, ambiance is great and food is really mouth watery.Overall having a great experience
and will visit this place again.",,
,,,,,,"4. The Le Meridien really surprised me.... Was quite a beautiful business hotel in Pune and 
absolutely loved the room & bed. It is also very well located quite centrally in Pune. Would 
definitely return if I had an opportunity.",,
,,,,,,"5. Stayed in meridian for a few days.. The service is really good. But I find the rooms a little 
small.. Been living in hotels quite a bit lately.. Like the palace type look ,food and service are 
good... Though major renovating going on at the moment",,
,,,,,,,,
84,Intercontinental Marine Drive,,"Exclusive to InterContinental Meetings, our Insider Collection provides a range of delegate experiences that are rooted in the destination 
and draw on our unrivalled local knowledge to create truly engaging, personalised meetings and events. These are carefully chosen to 
energise delegates with locally-inspired and authentic experiences, whilst ensuring the high service levels that people have come to expect
 from InterContinental Hotels & Resorts. Tailored to each occasion, these can range from interactive off-site team-building activities 
through to stimulating local speakers, or the opportunity for delegates to contribute to projects that benefit the surrounding community 
and environment.","135, Marine Drive, Mumbai, Maharashtra 400020",022 3987 9999,"1. Upon check in , I requested for sea facing room, to which I was asked to pay upgrade charge 
of ₹500/- however I refrained to pay the premium . Was asked for additional deposit of 5k . To
 my pleasant surprise , The Gentleman at the reception (Mr.Sharma) asked me if it's my first time
 at this property. On positive...",4,
,,,,,,"2. Pros: 1) spacious and modern rooms 2) fantastic views of marine drive 3) great breakfast 
spread 4) warm and helpful staff 5) good wifi connection Cons: 1) somewhat isolated from 
restaurants and markets (about 1km to the nearest restaurant, 1km from colaba drive) All in 
all, 5 stars all around!",,
,,,,,,"3. Yeh! Of course it was a pleasant stay at the intercontinental mumbai .. Food is good/decent .. 
The thing is the view that u get .. And the place where it is located .. Location wise this is an 
awesome property ... Yeah it was amazing .. The hotel staff was very good",,
,,,,,,"4. The hotel is in my opinion an incredible hotel. Drinks are a bit of the pricey side but overall a
 superb hotel in a picturesque location. For anyone wanting to visit Bollywood and it's studios then
 it's a bit far. Thanks to Lakshman for his hospitality and service at the dome.

",,
,,,,,,"5. The staff were all very helpful There is a great range of restaurants in the hotel - that caters to 
Westerners We had a city view room which was very spacious and comfortable - only minor 
downfall was the lukewarm, low pressure shower Great location for tourists as all the hotspots are
 within walking distance

",,
,,,,,,,,
85,Hyatt Bangalore MG Road,,"A contemporary lifestyle destination spread across 1 acres of greenery in the heart of Bangalore, offers spectacular views of the Ulsoor lake
 and the cityscape. Guests can choose from an assortment of restful rooms and suites along with complimentary Wi-FIinternet access to enjoy 
their stay Hyatt Bangalore one of the finest luxury Hotels in Bangalore offers 143 well appointed guestrooms as well as a selection of world 
class dining, available in the hotel’s three restaurants and bar. Our flavorful restaurants offer an array of dining options from Multi-cuisine to 
modern Indian cuisine. The Hotel also houses the Best Spa in Bangalore, for our guest to experience the tranquility of traditional and 
international Spa treatments before relaxing in the aquamarine outdoor pool or jogging away the day in the Fitness Centre.","1/1, Swami Vivekananda Road, Someshwarpura, Ulsoor, Bengaluru, Karnataka 560008",080 4936 1234,"1. Its a great hotel, the kind of hospitality that has been offered was really commendable! The
 location was good; staff was great! Rooms were very well furnished and it has quite an elegant 
aesthetic and was very pleasant",4,
,,,,,,"2. The hotel is centrally located in Bengaluru. Closer to malls/brigade road, MG Road. Not a very
 big room but very comfortable for a family of three members. Courteous staff and an efficient 
check in and check out experience.",,
,,,,,,"3. Very well located Hotel. Ambience was really pleasant. Staff were more than willing to assist
 on matters, especially transportation (which is almost impossible to catch a cab yourself). A 
short drive down MG road, is Bridgette Road, where alot of shops are available for shopping. UB 
City is within a short drive away too (not advisable to walk).",,
,,,,,,"4. The hotel's location is great but the rooms are very small certainly something that u may not 
expect at hyaat chain . But else I found the food good and the breakfast had a good spread . 
The reception said they were abt to renovate post which they can offer bigger rooms.",,
,,,,,,"5. A good clean and fresh hotel, the staff is super courteous, enjoyed every bit of my stay, 
considerably small rooms but comfortable and clean! The food was also good and sumptuous! 
Upon request they make the food spicy, which was very helpful.The location is very helpful, it's 
near Lido mall, gives you some quick shopping treats:)",,
,,,,,,,,
86,The Chancery Pavilion,,"The Chancery Pavilion is a perfect destination for guests who are visiting the Bangalore on leisure trips or on business. The hotel offers front desk, Wi-Fi, laundry, 
car rental, currency exchange, business center, elevators, doctor on call, parking, wheel chair access and many more. One can walk into the in house restaurant to 
relish some mouth watering delicacies. For relax and rejuvenation, one can chill out at the contemporary bar, offering the coolest beverages in town. The conference
 and banquet facilities offered at the hotel are best suited for business meeting, events, leisure and get-together. Guests can cool off with an invigorating swim at the
 pool. There is a modern coffee shop that caters to the eclectic gastronomic needs of its guests. The fitness center at the hotel would not give fitness freaks an excuse 
to miss their workout regime. The travel desk at the hotel assists in planning a trip to nearby tourist attractions. One can experience trans-eternal peace through 
invigorating spa treatments to revitalize their senses. The hotel is located at a distance of 4 km from Bangalore City Railway Station and 35 km from Kempegowda
International Airport.","135, Residency Road, Bengaluru, Karnataka 560025",080 4141 4141,"1. I had stayed here before, also for a night. The hotel may look old but the room is spacious n
 comfortable n renovated. For the cheap price i pay, with such spacious room & nice breakfast,
 I have no complaint. Staff are courteous & smiling. Hotel airport pickup is on time & safe.",3,
,,,,,,"2. A premium hotel in the heart of the business location of Bangalore. I had all things positive 
except the swimming pool, too tiny and the fitness center which was locked at 6AM The room 
and the stay was wonderful. Had enough space to prepare for the meetings",,
,,,,,,"3. Excellent Rooms and banquet facilities. We stayed at the hotel for an event. Banquet staff is
 helpful and prompt. Well maintained property. Highly recommended for business travelers due to 
the location. Very comfortable stay.",,
,,,,,,"4. Excellent Rooms. Very neat & well maintained. Highly recommended, for the accommodation 
part. The breakfast spread, however was quite disappointing, with very lil' variety. Still- the 
comfortable stay, more than made up for the same.",,
,,,,,,"5. Eventhough it's quite far from the airport, it's located in a great place in Banglore. The security
 and the other staff was very helpful, very spacious room with an average bathroom. The 
breakfast is the best as they have a unique and delicious spread. Good value for money. 
Enjoyed the stay",,
,,,,,,,,
87,Eros Hotel New Delhi,,"Extravagance finds a new home at The Eros Hotel, complete with experiences that can leave you spellbound and anxious for more. Boasting an 
ambiance that speaks of harmony and elegance, The Eros Hotel offers excellent accommodation, services and facilities to make your stay in Delhi 
a remarkable journey. As one of the premier 5-Star Hotels in South Delhi, a single glance at this luxury hotel in Delhi will reveal that The Eros 
Hotel is so much more than just a convenient location. We offer peerless accommodation as well as a multitude of excellent amenities and 
services that will leave our guests feeling pampered and spoilt. Less than 30 minutes from Connaught Place, the commercial hub of Delhi, our 
luxury hotel in Delhi, by car, stands just 15 to 30 minutes away from most popular travel attractions of the city. Overlooking the renowned Lotus 
Temple, our lavish 5 star hotel in Delhi stands as a true icon of leisure with a with international standards of hospitality.","American Plaza, Nehru Place, New Delhi, Delhi 110019",011 4122 3344,"1. We held a training program. Good facilities in terms of layout, training aids, projector, laser 
pointer & screen, other aids : audio facility,board for flip charts etc . Excellent food and service. 
Reasonable charges",3,
,,,,,,"2. Great hotel stay. Not expensive compared to smaller hotels with same price. Excellent staff. 
Attended conferance. Rooms very clean, toilet very clean, new. Food excellent. Great pool view. 
Overall good hotel in a centrally located place. Very good WiFi.",,
,,,,,,"3. The hotel is beautiful and the facilities are top notch. For India, it is on the expensive side.
 If you want a break from the chaos of Delhi, this is a good respite but it is far removed from 
the real India.",,
,,,,,,"4. My stay was good hotel rooms are new and their hospitality was good , morning breafast has
 lots of options in their menu and it will be served in your room their is no buffet system this is the
 best part i like in online hotel bookins with this hotel.I recommend this hotel to all visitors",,
,,,,,,"5. The hotel is ideal to stay especially with foreign business colleagues in New Delhi. The area is 
good and the hotel is not noisy. There is a Metro station nearby. The breakfast is predominantly 
Indian but good and there are international choices too. For smokers it may be difficult to get one 
of the limited smoking rooms.",,
,,,,,,,,
88,Radisson Hotel Pune Kharadi,,"Welcome to the Radisson Blu Hotel Pune Kharadi, where guests experience world-class, personalized service with modern 
accommodations and close proximity to the business zones of EON IT Park, Magarpatta and Ranjangaon MIDC. Situated just five 
kilometers from Pune International Airport (PNQ), our sleek, stylish hotel offers all the comforts of home in 141 spacious, well-equipped
 guest rooms, including Free high-speed, wireless Internet and flat-screen televisions. Make your mornings more productive by enjoying a 
workout in the fitness center or a swim in the sparkling rooftop swimming pool. Enjoy our inspiring culinary options that include multi-
cuisine treats from Carmine, Mexican, Italian and Indian dishes at The Bridge, tempting kababs at The Great Kabab Factory and delicious 
baked goods from Citrine. In addition to 1,400 square meters of meeting space and a state-of-the-art business center, the Radisson Blu
 Pune also offers a rejuventating on-site spa.","By Pass Pune, Maharashtra 411014, Nagar Rd, Tulaja Bhawani Nagar, Kharadi, Pune, 
Maharashtra 411014",020 2706 0606,"1. I stayed in this Hotel aready 2011 and 2013. However it is visible that the Hotel is getting older. 
Staff is extremly friendly and the Service is very good. Unfortunately the gym had his best days a 
few years ago.",4,
,,,,,,"2. Radisson Blu is a hotel with excellent infrastructure in terms of rooms and other amenities. 
The decor is very pleasing and lights are wonderful. The location of the hotel is in a very spacious 
locality in Pune and close to other attractions in Pune.",,
,,,,,,"3. One of the Nice and modern Radisson's. Excellent rooms. Front desk staff are very quick and 
helpful during checkin and checkout. Food was great. Nice great value for money with Luxury.
 Will be recommending this for anyone going to Pune",,
,,,,,,"4. Radisson BLU is at convenient distance from Pune Airport and Magarpatta where many IT 
companies work. It is good option to stay for business trip. Overall rooms , cleanliness , food 
quality is good. Staff is very helping and proactive.",,
,,,,,,"5. Our stay at hotel was great experience. Hotel management & staff are prompt, polite & humble 
in their dealing with guests. The property is well maintained & best located with respect to Airport. ",,
,,,,,,,,
89,The Zuri Whitefield,,"Our luxury hotel in Bangalore, The Zuri Whitefield couldn't have found a better spot in the Silicon Valley of the country. Strategically located 45 minutes away 
from the international airport and 2 minutes away from the International Technology Park (commonly referred to as ITPB), our hotel in Bangalore is the perfect
 choice for your business trip.  With an array of facilities, catering to both your business and leisure needs, The Zuri Whitefield, Bengaluru is an efficient business
 hotel with the perks of a luxury resort. The standard check-in time is 01:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is 
strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel 
directly","ITPL Main Rd, Whitefield, Bengaluru, Karnataka 560048",080666 57272,"1. Stayed here for more than a week in month of September. Interiors are very nicely done and 
gives you a warm welcome when you are back from office. Complimentary pickup and drop is a 
nice offering. Buffet breakfast is good but not much variation on day to day basis. Gym is
 decent for basic work-out.",4,
,,,,,,"2. I had a nice stay at the Zuri. Employees were friendly and helpfull, for instance Ray who 
enthousiatic brought back my clothing. It was clean and nicely folded. Also the paper every 
morning i liked and the restaurant on the second floor as tastefull food.",,
,,,,,,"3. This is a hotel where everything works. I really liked the interior design which had interesting
details. The floor however was a bit chilly due to the materials used. The hotel restaurant offered 
a good selection of Indian foods and the buffet was very versatile, can recommend!",,
,,,,,,"4. The Zuri hotel is an excellent place to stay for business or family trips. The trips are very 
good and comfortable, the various restaurants provide variety of food where you are spoilt for 
choice, and the facilities are very well maintained. It is by default the place to stay during a trip
 to Whitefield for me.",,
,,,,,,"5. Hotel is great - food, service, everybody in the hotel is friendly and willing to help. Rajikumar 
Paul is doing excellent work - my room is perfectly cleaned! Thanks. Always staying in Zuri 
when visiting Bangalore",,
,,,,,,,,
90,The Park Hotel Kolkata,http://www.hotvel.in/the-park-kolkata.html,"Located in the heart of Kolkatas central business district - Park Street, The Park 
Kolkata offers unobtrusive luxury with contemporary rooms, an outdoor pool 
and spa. It features a state-of-the-art gymnasium and three restaurants and four
 night spaces. Rejuvenated by Conran & Partners UK, The Park Kolkata draws 
design inspiration from the meditation and Indian psychedelia of the 1960s. It 
exhibits elements across its spaces that are dominated by a mlange of the 
colours represented by the seven chakras of the human body.","17, Park Street Kolkata - 700016 West Bengal, India",033 4040 9999,"1. The staff are professional and courteous and go out of their way to ensure that your stay is 
comfortable. Service is prompt as well. Good location in terms of access to some of the tourist 
spots and shopping areas. A range of restaurants in the vicinity as well.",4,
,,,,,,"2. Stayed here for two nights in October for my husband's business meeting in Kolkata. There 
was a large variety in the breakfast which we really liked. We had a pleasant stay. The only 
disappointment was the internet speed.",,
,,,,,,"3. I love coming to The park,Calcutta. A home away from home. Staffs and managers out here 
are very polite and courteous. Biplab the floor manager made sure everything was fine and 
comfortable throughout my stay. ",,
,,,,,,"4. It was a wonderful visit..the staff were responsive and very helpful. Especially biplab and 
shyam..The location of the hotel is very convenient since it right on park street and its has good 
night clubs and bars..so entertainment is right downstairs.i would recommend this hotel to everyone..",,
,,,,,,"5. mr riddhendu from housekeeping was probably the most courteous staff ive ever perceived 
and dealt with in my 5 years of stay with park . Non the less "" ALL "" the staff of this hotel are 
extremely courteous and polite . A delight to stay here , always :-)",,
,,,,,,,,
,,,,,,,,
91,Radisson Blu Hotel Noida,www.radissonblu.com/Noida,"Adjacent to shopping malls and a 12-minute walk from The Great India Place Theme Park, this modern hotel is 2 km from a metro station and 14 km 
 from the Lotus Temple. Modern rooms feature free Wi-Fi, flat-screen TVs, sitting areas and complimentary food baskets. Upgraded rooms grant access
 to a lounge offering free breakfast and cocktails. Select rooms have in-room whirlpool tubs and dining tables. Kids age 11 and under stay free. Room 
service is available 24/7. Amenities include 3 stylish restaurants and a trendy bar. There's also as upscale spa offering wellness treatments, as well as
 a pool, a fitness room and a sauna. Parking is free.","L2, Beside Centrestage Mall, Sector 18, Noida, Uttar Pradesh 201301",0120 430 0000,"1. The Radisson BLU provides great service and great value with western comforts, without losing 
the enjoyable hospitality of the Indian culture. As in most hotels in India, it is necessary to use
 the provided bottled water, but other that this it is a very clean and calm oasis in an otherwise 
very busy city.",4,
,,,,,,"2. Impressed by the hospitality of the supporting staff. Very comfortable stay. Convenient 
location as major business houses are nearby. Aesthetically interior I loved it. It was a pleasant 
experience for me.",,
,,,,,,"3. I always enjoy my stay at the Radisson Blu Noida. The staff is helpful and friendly and the 
beds are comfortable. They have a great collection of onsite restaurants and there are a 
number of malls and restaurants within walking distance. I would highly recommend this hotel 
whether you are on business or personal travel.",,
,,,,,,"4. Booked Radison Blu Hotel and stayed 2 nights. Its excellent. I had great time there. Hotel
 Interior and swimming pool are too Good. Staff really helping.There are many place to Visit 
near it only(shopping centre,markets,Malls,CinemaHall etc.)",,
,,,,,,"5. My stay in this hotel was very pleasant ,I liked the food and the services - I had the 
possibility to choose Indian food but also a lot of other alternatives,the room was very clean 
and very nice ,with flowers and sweets .The personnel was very polite - it was very nice to see 
every morning smiling people.",,
,,,,,,,,
